AR,M,2010,Kody,5
TX,F,1987,Desarae,6
PA,F,1922,Germaine,7
MA,F,1982,Katheryn,5
SC,F,2017,Nevaeh,72
IN,M,1957,Oscar,13
KY,M,2004,Brenden,7
SD,F,2008,Genevieve,5
NC,M,1993,Jared,109
TN,M,1914,Harry,76
FL,M,2008,Makai,12
KY,M,1991,Marshall,12
IA,F,1963,Lorrie,17
WI,M,1911,Ralph,19
MD,M,2009,Anish,5
DE,F,1962,Gina,13
WA,F,1929,Beulah,12
NV,F,2017,Lola,5
OH,F,2003,Kaelyn,18
VA,M,1965,Damon,7
DC,F,1920,Dorothy,179
NJ,F,1951,Dona,6
GA,F,2006,Holly,32
AR,F,2000,Amiya,5
IA,F,1915,Faye,37
NJ,F,2007,Isabella,666
PA,M,2017,Andre,38
NY,M,2013,Reuven,5
VA,M,2007,Keon,10
TX,F,1927,Elenora,9
VA,F,1960,Arlene,38
NY,M,1963,Joshua,75
NJ,M,1970,Terrell,12
KY,M,2012,Liam,249
AK,M,1984,Walter,13
ID,M,1945,Richard,187
AL,M,1987,Frankie,6
IA,F,2006,Kaylee,93
MN,M,1994,Ricardo,8
MO,F,1971,Trina,24
NC,F,1981,Latricia,8
AR,F,2011,Aliyah,9
TX,F,1970,Letha,7
PA,F,1975,Shelia,7
FL,M,1988,Matthew,1815
WA,M,2012,Ismael,22
MS,F,1967,Erma,6
KS,M,2000,Brent,16
CA,M,2011,Jireh,7
OH,M,1953,Domenic,5
CT,M,1977,Gordon,7
LA,F,1988,Kenyetta,13
ID,F,1990,Whitney,44
MD,F,1934,Catherine,180
KS,M,1995,Jessie,10
WV,F,1965,Willa,6
NJ,M,1950,Gilbert,28
TX,F,1994,Adilene,19
AR,M,1921,Booker,11
TN,F,1970,Marcie,12
MI,F,1922,Molly,8
NC,F,1988,Kirby,5
MS,F,1921,Wanda,8
OR,M,2004,Deegan,6
CA,M,2005,Fletcher,11
MI,M,1989,Jory,7
SC,F,2002,Princess,5
WI,F,1914,Cecilia,20
WV,F,1982,Heather,211
CA,F,1989,Charity,28
MS,M,2009,Isaac,45
WA,F,1950,Georgia,30
CA,F,1963,Julene,7
MN,F,1978,Maureen,14
SD,F,1925,Katherine,19
CO,F,2007,Madison,239
NJ,F,2010,Michaela,30
NY,M,1990,Josue,72
OH,F,1970,Rosalie,6
IA,F,1913,Wilhelmina,5
WY,F,1971,Toni,10
AZ,M,1960,Troy,38
NV,F,1942,Elizabeth,7
CA,M,1980,Daren,23
KS,M,1918,Edmund,10
PA,M,1925,David,839
OH,F,1957,Elma,8
NC,M,1915,Wallace,33
TX,M,1975,Edmond,12
WA,F,2000,Bella,11
AL,F,1994,Sidney,15
SC,M,2012,Max,27
IL,F,1993,Shenika,5
NY,F,1920,Madeleine,27
CA,F,2016,Lillee,6
IL,F,1982,Aida,11
MS,F,1987,Evelyn,9
NC,M,1933,Bob,21
NJ,M,2008,Malcolm,5
SC,F,1959,Harriett,16
CA,M,2010,Yassin,7
GA,M,2000,Claude,6
WA,M,1980,Damien,19
KS,M,1957,Frank,84
OH,F,1988,Lyndsay,18
CA,F,1987,Tiffiny,10
TN,F,1939,Reba,85
CT,F,1978,Sara,117
IN,M,1936,Sylvester,12
SC,F,1939,Hellen,10
IL,F,1996,Nallely,6
SC,F,1948,Harriette,11
OK,F,1994,Alexandra,73
MT,M,1962,Patrick,65
MA,F,1956,Debbie,111
GA,F,2015,Armonii,5
ID,F,1986,Jasmine,5
MD,F,1941,Carmen,8
AL,M,2002,Drew,13
HI,M,2006,Oscar,5
TX,M,1922,Olen,29
NY,F,1983,Rose,92
NY,F,1985,Richard,10
IN,M,1951,Stewart,12
GA,M,1993,Deon,19
FL,F,1963,Cecilia,28
TX,F,1949,Sharon,1306
OR,M,1989,Jesse,165
MN,M,1977,Clifford,11
GA,F,2007,Jada,263
MA,M,2013,Felipe,9
SD,F,1938,Lucille,18
TX,M,1943,Nicholas,21
NM,F,1966,Julie,68
KS,F,1964,Rochelle,12
SC,F,1939,Jenny,8
VA,M,2009,Colin,120
MN,M,2008,Finnian,10
CA,M,1980,Keenan,24
NM,F,1979,Leslie,29
DE,M,1928,Albert,16
MI,F,1985,Dannielle,9
DE,M,1960,Earl,5
ND,M,1964,Brian,138
SC,M,1957,Olin,8
TX,F,1992,Lora,19
MI,F,2017,Elouise,8
AR,F,2009,Kira,10
MI,F,2008,Caydence,8
TX,F,1926,Adelina,29
NV,M,1965,Jonathan,5
NC,F,2016,Adaline,88
KS,F,2014,Elin,5
CA,M,2000,Rocky,24
KY,F,1923,Colleen,10
CA,F,1984,Jose,32
SC,M,2015,Casen,8
MA,F,1998,Chase,5
AZ,F,1995,Breanna,93
SC,M,2008,Jakobe,7
GA,M,2009,Shaurya,5
CA,M,1927,Billie,11
FL,F,1999,Chantel,14
CO,F,1959,Marie,28
CA,F,1960,Nina,150
TX,M,1940,Ildefonso,5
WY,M,1968,Craig,15
IL,F,1991,Rene,8
WA,M,1933,Leon,9
TN,F,2009,Alayah,7
KY,M,1910,Harold,28
NY,F,1911,Anastasia,13
OH,F,1965,Jeanie,9
CT,F,1983,Gloria,8
NY,M,2006,Ilan,12
CA,M,1943,Norbert,7
MI,M,1950,Ellis,14
TX,F,1987,Minerva,14
IN,M,2006,Kameron,32
CA,F,1956,Eugenia,15
PA,M,1968,Denis,10
CA,M,1998,Nikola,14
NJ,F,2012,Frankie,7
KY,F,2012,Adalyn,48
WA,M,1919,Emmett,8
NC,F,1993,Erica,178
RI,M,1947,Everett,6
WI,F,2003,Kristin,16
IA,M,1912,Harry,71
OK,F,1990,Chanel,5
NM,F,1956,Monica,16
SD,F,1963,Juanita,8
TX,M,1930,Jacinto,8
NY,M,2017,Javon,13
IA,M,1971,Daniel,310
MD,M,1941,Wallace,11
NC,M,1938,Billy,571
IL,M,1994,Isaiah,68
MD,F,1920,Mable,16
ND,M,1950,Martin,9
MT,M,2010,Jacob,53
NJ,F,1988,Aishah,5
WA,M,2016,Jefferson,9
TN,M,1937,Wilbert,14
TX,F,2011,Ayla,65
UT,F,1972,Laura,75
LA,M,2002,Jajuan,6
IA,M,1936,Leland,31
NY,F,2000,Angelic,6
OH,M,2011,Legend,8
TN,F,2001,Jacqueline,39
UT,M,2004,Byron,7
AL,M,1989,Carlos,33
VA,F,2010,Dixie,23
CO,F,2010,Renee,5
CT,F,1975,Alicia,48
CT,F,1984,Ericka,6
NY,M,2009,Geovanny,16
IN,M,1927,Malcolm,26
MS,F,1959,Lynne,10
TN,M,2004,Kendall,18
CA,M,2008,Gustavo,290
CA,F,1944,Pauletta,5
MT,M,1983,Tanner,12
SC,F,1914,Jessie,135
MA,M,1975,Dana,63
CA,F,2005,Alyissa,6
MA,M,2012,Martin,19
TX,M,1952,Marco,15
OK,F,2014,Willa,5
IN,F,1933,Bette,25
MA,M,1998,Nick,7
MO,F,1957,Tammy,144
MI,F,1991,Kailyn,7
MO,M,2008,Louis,17
WA,F,1959,Silvia,5
CA,F,1992,Marlina,9
IN,M,1995,Erick,8
CA,F,1953,Mia,5
NY,F,1955,Hildy,8
PA,F,1952,Lea,8
TX,M,1951,Linda,5
MI,F,2000,Racheal,12
SD,M,1999,Damian,7
WV,M,1913,Clarence,67
IN,F,1928,Darlene,21
AL,F,1931,Marcella,5
ME,F,1931,Jeanette,33
MI,F,2013,Millie,10
IA,M,1962,Daryl,40
UT,F,2000,Afton,8
TX,M,2010,Spencer,70
MS,M,1974,Herbert,13
IN,M,2008,Cameron,214
CO,F,2002,Kenna,7
CT,F,2011,Siena,9
WV,M,1990,Ricky,19
MN,F,1960,Jan,69
SC,F,1999,Dana,13
GA,F,2012,Azalea,6
WV,F,1954,Paula,109
TX,F,2014,Samara,55
MA,F,1925,Penelope,6
IL,F,1917,Cecile,18
OH,F,2012,Katara,5
TN,F,1997,Marissa,56
FL,F,2004,Tracy,22
GA,M,2015,Kaden,111
NJ,M,1965,Dan,20
NY,M,2014,Daquan,8
VA,M,2007,Alvin,14
IA,F,1957,Marilyn,107
MI,F,2010,Lilia,7
SC,M,1993,Korey,5
MI,F,2009,Destiny,108
PA,M,1960,Bradford,31
CA,F,1974,Jessie,26
CO,F,2009,Sylvia,11
AZ,F,1971,Laura,145
OK,F,1929,Lila,34
CT,M,1978,Jason,610
DC,F,1967,Sonia,8
NC,F,2004,Paris,60
KS,M,2001,Wesley,24
ID,F,2001,Yesenia,10
IL,M,1932,Delano,7
WA,F,1991,Zoe,25
OR,M,1935,Ralph,34
AR,F,1959,Christine,32
CA,F,1949,Rowena,8
IA,F,1957,Corrine,5
NY,F,1934,Renee,130
MS,M,1959,Kirk,9
PA,M,1969,Douglass,17
WA,F,1923,May,12
NC,M,1994,Josue,7
CA,M,1938,Andre,8
NJ,F,1938,Sylvia,64
LA,F,1914,Kate,9
MI,F,1936,Alberta,21
NY,M,1961,Earl,147
VA,F,2016,Addalynn,5
AL,F,1929,Leola,45
WI,F,1937,Gretchen,18
OK,F,1924,Maudie,24
OK,F,1953,Rosa,11
IA,F,1980,Teri,12
MS,M,1941,Jimmy,256
PA,F,1981,Angel,64
TX,F,1987,Rosalva,7
IL,M,1987,Melvin,60
CT,M,1997,Ezekiel,6
CT,F,1999,Isabelle,26
WI,F,1959,Shelly,58
FL,M,2017,Brett,20
SD,M,1936,Tommy,6
IN,F,1938,Ina,14
VA,M,1994,Marc,18
MI,M,1991,Sanford,5
NJ,M,1944,Adam,15
CA,M,2005,Navin,7
HI,M,1989,Dean,11
FL,F,1947,Imogene,7
NY,F,1935,Isabelle,36
SC,M,1994,Shaquan,11
CA,F,2009,Ailen,5
OH,M,1974,Kirt,6
NY,M,2005,Lorenzo,63
NE,M,1979,Willie,5
AR,F,1953,Audrey,15
AZ,M,2012,Luka,11
NC,M,1924,Horace,104
VA,M,1913,Edwin,34
CT,M,1978,Quincy,8
NY,F,1966,Denine,10
SD,F,1956,Luann,16
OH,F,1957,Velma,22
CA,M,1978,Fletcher,5
SC,M,1936,Morris,17
IL,M,2015,Austin,206
OH,M,1954,Sanford,15
GA,M,2017,Demarcus,12
OK,M,2017,Bentley,78
WI,M,1964,Bryon,10
MA,F,1917,Carrie,7
NC,F,1967,Marty,5
TN,F,1996,Kaylan,10
MS,F,1925,Helen,300
NY,M,1917,Patrick,173
PA,F,2011,Ali,19
WA,M,1987,Heath,5
MI,F,2006,Gwyneth,7
MA,F,2014,Asha,5
OK,M,1989,Aron,6
LA,M,1960,Bob,18
CT,M,1937,Joan,5
ID,F,1966,Tracie,9
GA,F,2017,Carolina,23
KS,M,2007,Jameson,9
MO,M,1985,Tony,55
CA,F,1999,Jaelynn,8
FL,M,2005,Avery,73
MO,M,1976,Kenneth,211
TX,F,1963,Janina,9
PA,F,1993,Zakia,7
IL,M,1955,Samuel,227
CO,M,1929,Dick,19
NY,M,1952,Rubin,7
CT,F,1989,Stacey,31
NY,F,2001,Harley,33
TX,F,1918,Modelle,5
HI,M,2009,Keanu,22
MO,F,1952,Dana,48
WV,F,2013,Serenity,39
WA,M,1956,Scot,15
IL,M,2014,Apollo,15
AR,M,1915,Luther,45
CT,F,1958,Helena,8
GA,M,1979,Rick,6
KS,M,1994,Chance,38
OK,F,2013,Kelsey,5
WA,F,1953,Lindy,5
WY,F,1955,Carla,9
WA,F,2016,Emerie,5
MD,M,2007,Shreyas,5
DE,M,2009,Samuel,21
VT,F,2006,Gabrielle,10
FL,F,2009,Courtney,64
TN,F,2002,Brooklynn,26
AZ,F,1987,Katharine,15
OK,F,1967,Jacqueline,34
CA,F,1917,Madelyn,5
TX,F,2011,Arissa,10
MA,F,1990,Mikayla,13
PA,M,1957,Carl,533
KS,F,2013,Miya,6
AL,M,2012,Memphis,6
NV,F,2008,Dafne,5
OH,F,1926,Vonda,8
VT,F,1992,Brittney,9
TX,F,1991,Brandie,34
WI,F,1922,Arlyle,6
AL,M,2007,Addison,5
NJ,F,2013,Azalea,7
IL,F,1982,Bailey,6
IL,M,2015,Johan,19
ND,M,1930,Jackie,6
OH,F,1964,Josephine,19
IN,F,1962,Malinda,12
WI,M,1935,Herbert,77
NY,M,1995,Tyvon,5
PA,F,1987,Ashlie,22
CT,M,1952,Craig,83
NJ,F,1996,Madelyn,19
NH,F,1987,Christina,51
CA,M,2015,Lev,28
TX,F,1999,Trina,8
WA,M,2010,Jeremy,37
VA,M,1926,Amos,15
WI,M,1975,Jess,8
NC,F,2005,Briley,7
VT,F,1918,Doris,68
WV,F,1955,Goldie,12
OR,M,2011,Everett,39
AR,M,2003,Miles,16
PA,F,1975,Brett,5
MN,F,2016,Jayda,15
VA,F,2016,Courtney,14
CA,F,1957,Charline,5
TN,M,2014,Kian,12
NY,M,2001,Tavon,6
NY,F,2016,Alexis,127
SC,M,1963,Levon,5
NY,M,2006,Christan,5
TX,F,1977,Margarita,117
CO,F,1912,Muriel,7
CA,F,1951,Merrie,12
CO,F,2013,Natalia,44
OH,F,1986,Alishia,5
IL,F,2013,Areli,7
GA,M,2010,Harry,13
FL,F,1986,Meagan,95
NC,M,1923,Ford,10
AZ,F,2015,Faith,82
TN,F,2004,Makenzi,10
OR,F,1991,Katelynn,14
OK,M,1923,Leslie,39
MS,F,1910,Edith,34
OR,F,1952,Veronica,7
LA,F,1995,Madalyn,10
OR,F,2007,Lexis,5
MD,M,1958,Charlie,15
MA,M,2010,Francisco,9
CT,F,1930,Ethel,27
FL,F,1966,Deirdre,15
MN,M,2005,Alexander,371
TN,M,1940,Denver,5
WI,M,2004,Harley,11
MI,F,1916,Cecelia,42
NJ,F,1992,Nicolette,41
VA,F,1935,Gaynell,8
TX,F,2012,Kaleigh,30
ID,F,1947,Marie,20
OH,F,1934,Viola,51
UT,F,1983,Dianna,5
ID,M,1959,Corey,6
IL,F,1998,Sadie,43
NE,M,1931,Lee,32
TX,F,2009,Anel,9
NJ,M,1935,Thomas,602
AR,M,1936,Melvin,58
PA,F,1978,Misty,113
MN,M,1971,Carter,10
AL,M,1994,Clarence,12
TX,M,2007,Ever,27
VA,F,2006,Katherine,288
CA,M,1964,Matthew,1037
NC,F,1966,Alesia,22
IA,F,1985,Shelly,9
OH,F,1947,Karel,5
OR,F,2010,Serenity,21
OH,M,2003,Solomon,22
HI,M,1957,Clyde,41
CO,F,2008,Aylin,17
MI,F,1999,Destinie,8
MD,M,1985,Corey,89
LA,F,1975,Esther,7
CT,F,1970,Kelly,229
WY,F,1966,Anne,6
AL,M,1955,Coy,7
AZ,F,1957,Natalie,5
SC,F,1993,Kristine,5
MA,M,2002,Stuart,5
CO,M,1941,Nicholas,7
NC,M,2013,Finn,41
NH,M,2015,Thomas,37
CO,M,1979,Ramon,24
KY,F,1983,Meagan,19
MA,F,1917,Jenny,13
PA,F,2014,Janessa,9
CT,M,1964,Felix,7
SC,M,2012,Jamarion,16
NJ,F,1927,Katherine,105
MT,M,1925,William,225
TX,M,1978,Derrick,321
RI,M,1949,Stephen,223
GA,F,2003,Daja,9
MT,F,1980,Lisa,55
MD,M,2014,Shaun,6
MO,F,1974,Janet,58
KY,F,1952,Lizabeth,5
WA,F,1959,Tara,6
CA,F,2013,Joselin,22
VA,F,1972,Marjorie,6
FL,M,2012,Rayden,16
WV,F,1917,Carrie,29
WV,F,1914,Blanch,7
OH,M,1936,Wendell,15
CA,M,1964,Clark,61
NH,F,1970,Karin,9
OR,M,1980,Gerald,17
MI,M,1946,Jessie,6
NM,F,1943,Rosalie,14
WA,F,1998,Terra,5
OK,F,2012,Annika,5
OK,M,1992,Britton,5
NY,F,1970,Fanny,14
IL,M,2011,Cash,40
CA,F,1966,Barbara,870
KY,F,1982,Jaime,21
IN,F,1962,Cammy,6
PA,F,1983,Tamra,6
NY,M,1980,Lance,68
SD,M,1920,Marvin,57
CT,F,2010,Saniya,6
OH,F,2005,Melissa,36
MT,M,1919,Marvin,16
IL,F,2000,Maiya,10
ND,M,1984,Wesley,12
MO,F,1914,Elnora,10
NE,M,1928,Leon,24
NM,M,1938,Lawrence,24
OH,M,1962,Tom,272
CO,F,2004,Kristen,17
AL,F,1917,Anne,47
IN,M,1935,Forrest,26
AZ,M,1913,Steve,6
NM,F,1945,Jeanette,9
GA,F,1999,Aaliyah,60
CO,F,2003,Fiona,27
ID,F,1947,Darlene,21
ND,M,2005,Bennett,7
CA,F,1910,Victoria,9
FL,F,2016,Emilie,22
NM,F,1995,Rosa,8
PA,F,1984,Alyson,35
FL,M,2002,Hakeem,6
NH,M,1985,Travis,43
CT,M,1915,Douglas,14
OH,F,1990,Erica,353
NC,F,1938,Rebecca,200
NY,M,1938,Dorothy,5
NC,F,1920,Dorthy,24
AK,M,2012,Calvin,8
ME,M,1990,Ross,13
NC,F,1992,Haley,203
OH,F,1982,Johanna,25
OK,M,1958,Orville,5
MN,M,1949,Lance,18
LA,M,1976,Clint,45
VA,F,1977,Carla,45
MT,F,1925,Alta,5
KY,F,1965,Samantha,26
TX,M,2008,Elijah,1124
IL,M,1971,Jeremiah,17
AR,M,1978,Kelly,9
IL,F,1980,Lizbeth,6
FL,F,1988,Rocio,7
UT,M,1940,Ronnie,10
MN,M,1993,Edward,38
CA,F,1966,Shara,10
MO,F,1997,Carli,5
NJ,M,1917,Willie,6
VA,F,1957,Bernadette,8
UT,M,1967,Calvin,6
MI,M,1962,Roosevelt,9
TX,F,2007,Jazmine,206
ND,F,1982,Jacqueline,13
MO,F,1915,Genevieve,100
NJ,M,1995,Ethan,100
IA,F,1943,Terry,12
GA,F,1947,Floria,6
PA,F,2009,Bailey,118
HI,M,1986,Jack,5
ND,M,1997,Harrison,9
IL,F,1948,Rhoda,8
TN,M,2011,Cody,52
NY,M,1985,Conrad,17
OR,M,2014,Giovanni,37
NC,M,2004,Ryan,450
ID,F,1930,Barbara,123
OH,M,1926,Rowland,5
SC,F,2011,Ann,9
AR,F,1960,Lois,33
LA,M,1990,Dewayne,9
RI,F,1943,Pauline,48
FL,F,1990,Lindy,8
OH,F,1967,Katrina,68
MD,F,1990,Caitlyn,22
CA,M,1987,Sunny,15
AR,F,1931,Jean,81
NY,M,2016,Antony,18
AZ,F,1999,Graciela,17
MD,F,1915,Bernadine,9
MI,F,1935,Judith,225
IN,F,1996,Brooklyn,73
MN,F,2008,Ingrid,27
NY,F,1989,Aziza,6
NM,F,2009,Hadassah,7
FL,M,2014,Hector,81
TN,F,2008,Andrea,45
IL,F,1994,Silvia,15
NY,F,2012,Mya,163
